,date,seller,daily_sales
4766,2024-11-11,Максим Иванов,64.51
4767,2024-11-12,Иван Петров,92.42
4768,2024-11-12,Мария Сидорова,130.88
4769,2024-11-12,Алексей Козлов,123.9
4770,2024-11-12,Елена Новикова,100.46
4771,2024-11-12,Михаил Смирнов,70.76
4772,2024-11-12,Сергей Антонов,119.37
4773,2024-11-12,Максим Иванов,100.58
4774,2024-11-13,Иван Петров,30.39
4775,2024-11-13,Мария Сидорова,123.48
4776,2024-11-13,Алексей Козлов,99.27
4777,2024-11-13,Елена Новикова,136.07
4778,2024-11-13,Михаил Смирнов,67.14
4779,2024-11-13,Сергей Антонов,4.7
4780,2024-11-13,Максим Иванов,108.37
4781,2024-11-14,Иван Петров,108.75
4782,2024-11-14,Мария Сидорова,49.28
4783,2024-11-14,Алексей Козлов,70.65
4784,2024-11-14,Елена Новикова,182.66
4785,2024-11-14,Михаил Смирнов,90.83
4786,2024-11-14,Сергей Антонов,121.93
4787,2024-11-14,Максим Иванов,80.48
4788,2024-11-15,Иван Петров,37.29
4789,2024-11-15,Мария Сидорова,94.89
4790,2024-11-15,Алексей Козлов,92.03
4791,2024-11-15,Елена Новикова,88.0
4792,2024-11-15,Михаил Смирнов,96.56
4793,2024-11-15,Сергей Антонов,107.93
4794,2024-11-15,Максим Иванов,95.5
4795,2024-11-16,Иван Петров,112.08
4796,2024-11-16,Мария Сидорова,164.59
4797,2024-11-16,Алексей Козлов,91.52
4798,2024-11-16,Елена Новикова,88.49
4799,2024-11-16,Михаил Смирнов,172.18
4800,2024-11-16,Сергей Антонов,165.21
4801,2024-11-16,Максим Иванов,148.28
4802,2024-11-17,Иван Петров,108.14
4803,2024-11-17,Мария Сидорова,128.76
4804,2024-11-17,Алексей Козлов,142.12
4805,2024-11-17,Елена Новикова,102.12
4806,2024-11-17,Михаил Смирнов,127.83
4807,2024-11-17,Сергей Антонов,169.57
4808,2024-11-17,Максим Иванов,192.82
4809,2024-11-18,Иван Петров,87.42
4810,2024-11-18,Мария Сидорова,122.69
4811,2024-11-18,Алексей Козлов,42.58
4812,2024-11-18,Елена Новикова,119.78
4813,2024-11-18,Михаил Смирнов,75.88
4814,2024-11-18,Сергей Антонов,109.22
4815,2024-11-18,Максим Иванов,92.57
4816,2024-11-19,Иван Петров,139.61
4817,2024-11-19,Мария Сидорова,73.77
4818,2024-11-19,Алексей Козлов,118.83
4819,2024-11-19,Елена Новикова,91.61
4820,2024-11-19,Михаил Смирнов,95.25
4821,2024-11-19,Сергей Антонов,94.48
4822,2024-11-19,Максим Иванов,74.63
4823,2024-11-20,Иван Петров,99.58
4824,2024-11-20,Мария Сидорова,98.12
4825,2024-11-20,Алексей Козлов,107.24
4826,2024-11-20,Елена Новикова,102.54
4827,2024-11-20,Михаил Смирнов,123.94
4828,2024-11-20,Сергей Антонов,127.71
4829,2024-11-20,Максим Иванов,68.48
4830,2024-11-21,Иван Петров,126.06
4831,2024-11-21,Мария Сидорова,64.41
4832,2024-11-21,Алексей Козлов,117.64
4833,2024-11-21,Елена Новикова,118.59
4834,2024-11-21,Михаил Смирнов,42.66
4835,2024-11-21,Сергей Антонов,102.79
4836,2024-11-21,Максим Иванов,85.95
4837,2024-11-22,Иван Петров,77.24
4838,2024-11-22,Мария Сидорова,140.53
4839,2024-11-22,Алексей Козлов,80.39
4840,2024-11-22,Елена Новикова,75.81
4841,2024-11-22,Михаил Смирнов,102.27
4842,2024-11-22,Сергей Антонов,120.57
4843,2024-11-22,Максим Иванов,95.75
4844,2024-11-23,Иван Петров,184.99
4845,2024-11-23,Мария Сидорова,165.93
4846,2024-11-23,Алексей Козлов,84.65
4847,2024-11-23,Елена Новикова,134.12
4848,2024-11-23,Михаил Смирнов,133.14
4849,2024-11-23,Сергей Антонов,164.38
4850,2024-11-23,Максим Иванов,71.26
4851,2024-11-24,Иван Петров,226.47
4852,2024-11-24,Мария Сидорова,165.93
4853,2024-11-24,Алексей Козлов,154.47
4854,2024-11-24,Елена Новикова,185.45
4855,2024-11-24,Михаил Смирнов,220.31
4856,2024-11-24,Сергей Антонов,176.12
4857,2024-11-24,Максим Иванов,178.46
4858,2024-11-25,Иван Петров,103.92
4859,2024-11-25,Мария Сидорова,95.75
4860,2024-11-25,Алексей Козлов,85.73
4861,2024-11-25,Елена Новикова,75.22
4862,2024-11-25,Михаил Смирнов,79.39
4863,2024-11-25,Сергей Антонов,59.48
4864,2024-11-25,Максим Иванов,97.72
4865,2024-11-26,Иван Петров,49.46
4866,2024-11-26,Мария Сидорова,105.73
4867,2024-11-26,Алексей Козлов,98.91
4868,2024-11-26,Елена Новикова,104.41
4869,2024-11-26,Михаил Смирнов,84.34
4870,2024-11-26,Сергей Антонов,192.31
4871,2024-11-26,Максим Иванов,140.8
4872,2024-11-27,Иван Петров,62.66
4873,2024-11-27,Мария Сидорова,106.99
4874,2024-11-27,Алексей Козлов,81.76
4875,2024-11-27,Елена Новикова,69.57
4876,2024-11-27,Михаил Смирнов,59.8
4877,2024-11-27,Сергей Антонов,112.97
4878,2024-11-27,Максим Иванов,79.56
4879,2024-11-28,Иван Петров,129.03
4880,2024-11-28,Мария Сидорова,129.81
4881,2024-11-28,Алексей Козлов,141.22
4882,2024-11-28,Елена Новикова,74.43
4883,2024-11-28,Михаил Смирнов,114.26
4884,2024-11-28,Сергей Антонов,118.97
4885,2024-11-28,Максим Иванов,85.77
4886,2024-11-29,Иван Петров,76.85
4887,2024-11-29,Мария Сидорова,148.29
4888,2024-11-29,Алексей Козлов,106.82
4889,2024-11-29,Елена Новикова,119.08
4890,2024-11-29,Михаил Смирнов,75.34
4891,2024-11-29,Сергей Антонов,63.42
4892,2024-11-29,Максим Иванов,82.92
4893,2024-11-30,Иван Петров,146.28
4894,2024-11-30,Мария Сидорова,118.07
4895,2024-11-30,Алексей Козлов,149.7
4896,2024-11-30,Елена Новикова,99.34
4897,2024-11-30,Михаил Смирнов,116.4
4898,2024-11-30,Сергей Антонов,170.13
4899,2024-11-30,Максим Иванов,168.11
4900,2024-12-01,Иван Петров,138.24
4901,2024-12-01,Мария Сидорова,119.47
4902,2024-12-01,Алексей Козлов,119.18
4903,2024-12-01,Елена Новикова,138.8
4904,2024-12-01,Михаил Смирнов,169.34
4905,2024-12-01,Сергей Антонов,177.85
4906,2024-12-01,Максим Иванов,135.1
4907,2024-12-02,Иван Петров,65.4
4908,2024-12-02,Мария Сидорова,108.04
4909,2024-12-02,Алексей Козлов,75.29
4910,2024-12-02,Елена Новикова,84.45
4911,2024-12-02,Михаил Смирнов,139.76
4912,2024-12-02,Сергей Антонов,124.81
4913,2024-12-02,Максим Иванов,104.74
4914,2024-12-03,Иван Петров,61.84
4915,2024-12-03,Мария Сидорова,106.34
4916,2024-12-03,Алексей Козлов,131.88
4917,2024-12-03,Елена Новикова,88.73
4918,2024-12-03,Михаил Смирнов,140.53
4919,2024-12-03,Сергей Антонов,138.78
4920,2024-12-03,Максим Иванов,149.91
4921,2024-12-04,Иван Петров,109.16
4922,2024-12-04,Мария Сидорова,117.62
4923,2024-12-04,Алексей Козлов,142.43
4924,2024-12-04,Елена Новикова,113.42
4925,2024-12-04,Михаил Смирнов,84.96
4926,2024-12-04,Сергей Антонов,86.54
4927,2024-12-04,Максим Иванов,107.16
4928,2024-12-05,Иван Петров,61.28
4929,2024-12-05,Мария Сидорова,95.7
4930,2024-12-05,Алексей Козлов,132.9
4931,2024-12-05,Елена Новикова,34.26
4932,2024-12-05,Михаил Смирнов,146.03
4933,2024-12-05,Сергей Антонов,133.67
4934,2024-12-05,Максим Иванов,86.21
4935,2024-12-06,Иван Петров,116.3
4936,2024-12-06,Мария Сидорова,100.09
4937,2024-12-06,Алексей Козлов,136.9
4938,2024-12-06,Елена Новикова,129.48
4939,2024-12-06,Михаил Смирнов,58.0
4940,2024-12-06,Сергей Антонов,117.62
4941,2024-12-06,Максим Иванов,93.83
4942,2024-12-07,Иван Петров,152.48
4943,2024-12-07,Мария Сидорова,128.15
4944,2024-12-07,Алексей Козлов,202.44
4945,2024-12-07,Елена Новикова,181.2
4946,2024-12-07,Михаил Смирнов,127.81
4947,2024-12-07,Сергей Антонов,109.96
4948,2024-12-07,Максим Иванов,138.43
4949,2024-12-08,Иван Петров,163.04
4950,2024-12-08,Мария Сидорова,157.21
4951,2024-12-08,Алексей Козлов,187.59
4952,2024-12-08,Елена Новикова,173.7
4953,2024-12-08,Михаил Смирнов,179.09
4954,2024-12-08,Сергей Антонов,159.81
4955,2024-12-08,Максим Иванов,108.32
4956,2024-12-09,Иван Петров,94.13
4957,2024-12-09,Мария Сидорова,131.8
4958,2024-12-09,Алексей Козлов,98.45
4959,2024-12-09,Елена Новикова,115.09
4960,2024-12-09,Михаил Смирнов,90.44
4961,2024-12-09,Сергей Антонов,69.11
4962,2024-12-09,Максим Иванов,96.3
4963,2024-12-10,Иван Петров,109.27
4964,2024-12-10,Мария Сидорова,80.33
4965,2024-12-10,Алексей Козлов,92.93
4966,2024-12-10,Елена Новикова,71.82
4967,2024-12-10,Михаил Смирнов,133.58
4968,2024-12-10,Сергей Антонов,91.17
4969,2024-12-10,Максим Иванов,143.58
4970,2024-12-11,Иван Петров,145.86
4971,2024-12-11,Мария Сидорова,97.57
4972,2024-12-11,Алексей Козлов,69.75
4973,2024-12-11,Елена Новикова,37.42
4974,2024-12-11,Михаил Смирнов,55.84
4975,2024-12-11,Сергей Антонов,58.78
4976,2024-12-11,Максим Иванов,141.35
4977,2024-12-12,Иван Петров,103.47
4978,2024-12-12,Мария Сидорова,111.69
4979,2024-12-12,Алексей Козлов,33.39
4980,2024-12-12,Елена Новикова,64.06
4981,2024-12-12,Михаил Смирнов,126.61
4982,2024-12-12,Сергей Антонов,108.6
4983,2024-12-12,Максим Иванов,95.58
4984,2024-12-13,Иван Петров,116.95
4985,2024-12-13,Мария Сидорова,149.07
4986,2024-12-13,Алексей Козлов,93.37
4987,2024-12-13,Елена Новикова,102.08
4988,2024-12-13,Михаил Смирнов,105.78
4989,2024-12-13,Сергей Антонов,171.76
4990,2024-12-13,Максим Иванов,37.02
4991,2024-12-14,Иван Петров,170.5
4992,2024-12-14,Мария Сидорова,146.56
4993,2024-12-14,Алексей Козлов,167.0
4994,2024-12-14,Елена Новикова,130.28
4995,2024-12-14,Михаил Смирнов,148.53
4996,2024-12-14,Сергей Антонов,171.34
4997,2024-12-14,Максим Иванов,243.39
4998,2024-12-15,Иван Петров,174.24
4999,2024-12-15,Мария Сидорова,124.56
5000,2024-12-15,Алексей Козлов,137.29
5001,2024-12-15,Елена Новикова,136.4
5002,2024-12-15,Михаил Смирнов,96.13
5003,2024-12-15,Сергей Антонов,140.1
5004,2024-12-15,Максим Иванов,171.98
5005,2024-12-16,Иван Петров,61.77
5006,2024-12-16,Мария Сидорова,131.45
5007,2024-12-16,Алексей Козлов,114.63
5008,2024-12-16,Елена Новикова,77.97
5009,2024-12-16,Михаил Смирнов,95.75
5010,2024-12-16,Сергей Антонов,147.95
5011,2024-12-16,Максим Иванов,122.01
5012,2024-12-17,Иван Петров,100.26
5013,2024-12-17,Мария Сидорова,92.87
5014,2024-12-17,Алексей Козлов,102.3
5015,2024-12-17,Елена Новикова,84.65
5016,2024-12-17,Михаил Смирнов,36.86
5017,2024-12-17,Сергей Антонов,161.27
5018,2024-12-17,Максим Иванов,104.66
5019,2024-12-18,Иван Петров,111.94
5020,2024-12-18,Мария Сидорова,98.26
5021,2024-12-18,Алексей Козлов,77.95
5022,2024-12-18,Елена Новикова,94.42
5023,2024-12-18,Михаил Смирнов,52.02
5024,2024-12-18,Сергей Антонов,168.31
5025,2024-12-18,Максим Иванов,62.96
5026,2024-12-19,Иван Петров,69.04
5027,2024-12-19,Мария Сидорова,86.79
5028,2024-12-19,Алексей Козлов,138.64
5029,2024-12-19,Елена Новикова,100.44
5030,2024-12-19,Михаил Смирнов,62.92
5031,2024-12-19,Сергей Антонов,137.63
5032,2024-12-19,Максим Иванов,121.93
5033,2024-12-20,Иван Петров,116.15
5034,2024-12-20,Мария Сидорова,121.47
5035,2024-12-20,Алексей Козлов,171.83
5036,2024-12-20,Елена Новикова,165.55
5037,2024-12-20,Михаил Смирнов,79.4
5038,2024-12-20,Сергей Антонов,148.72
5039,2024-12-20,Максим Иванов,111.5
5040,2024-12-21,Иван Петров,164.97
5041,2024-12-21,Мария Сидорова,99.23
5042,2024-12-21,Алексей Козлов,144.89
5043,2024-12-21,Елена Новикова,125.62
5044,2024-12-21,Михаил Смирнов,174.84
5045,2024-12-21,Сергей Антонов,182.13
5046,2024-12-21,Максим Иванов,87.77
5047,2024-12-22,Иван Петров,149.34
5048,2024-12-22,Мария Сидорова,183.66
5049,2024-12-22,Алексей Козлов,144.4
5050,2024-12-22,Елена Новикова,171.87
5051,2024-12-22,Михаил Смирнов,160.53
5052,2024-12-22,Сергей Антонов,160.25
5053,2024-12-22,Максим Иванов,141.86
5054,2024-12-23,Иван Петров,63.5
5055,2024-12-23,Мария Сидорова,66.35
5056,2024-12-23,Алексей Козлов,121.28
5057,2024-12-23,Елена Новикова,100.58
5058,2024-12-23,Михаил Смирнов,95.84
5059,2024-12-23,Сергей Антонов,87.28
5060,2024-12-23,Максим Иванов,90.84
5061,2024-12-24,Иван Петров,131.41
5062,2024-12-24,Мария Сидорова,89.94
5063,2024-12-24,Алексей Козлов,59.77
5064,2024-12-24,Елена Новикова,122.31
5065,2024-12-24,Михаил Смирнов,93.85
5066,2024-12-24,Сергей Антонов,100.94
5067,2024-12-24,Максим Иванов,148.23
5068,2024-12-25,Иван Петров,99.38
5069,2024-12-25,Мария Сидорова,108.68
5070,2024-12-25,Алексей Козлов,64.63
5071,2024-12-25,Елена Новикова,93.41
5072,2024-12-25,Михаил Смирнов,118.29
5073,2024-12-25,Сергей Антонов,53.34
5074,2024-12-25,Максим Иванов,106.03
5075,2024-12-26,Иван Петров,103.02
5076,2024-12-26,Мария Сидорова,101.24
5077,2024-12-26,Алексей Козлов,131.11
5078,2024-12-26,Елена Новикова,110.03
5079,2024-12-26,Михаил Смирнов,144.34
5080,2024-12-26,Сергей Антонов,70.19
5081,2024-12-26,Максим Иванов,104.08
5082,2024-12-27,Иван Петров,102.53
5083,2024-12-27,Мария Сидорова,67.92
5084,2024-12-27,Алексей Козлов,128.69
5085,2024-12-27,Елена Новикова,169.74
5086,2024-12-27,Михаил Смирнов,99.49
5087,2024-12-27,Сергей Антонов,115.15
5088,2024-12-27,Максим Иванов,102.54
5089,2024-12-28,Иван Петров,128.59
5090,2024-12-28,Мария Сидорова,95.38
5091,2024-12-28,Алексей Козлов,128.83
5092,2024-12-28,Елена Новикова,108.24
5093,2024-12-28,Михаил Смирнов,201.12
5094,2024-12-28,Сергей Антонов,146.55
5095,2024-12-28,Максим Иванов,139.62
5096,2024-12-29,Иван Петров,176.67
5097,2024-12-29,Мария Сидорова,116.35
5098,2024-12-29,Алексей Козлов,126.99
5099,2024-12-29,Елена Новикова,152.04
5100,2024-12-29,Михаил Смирнов,180.86
5101,2024-12-29,Сергей Антонов,165.05
5102,2024-12-29,Максим Иванов,157.45
5103,2024-12-30,Иван Петров,102.34
5104,2024-12-30,Мария Сидорова,112.01
5105,2024-12-30,Алексей Козлов,106.05
5106,2024-12-30,Елена Новикова,69.1
5107,2024-12-30,Михаил Смирнов,101.38
5108,2024-12-30,Сергей Антонов,67.79
5109,2024-12-30,Максим Иванов,102.43
5110,2024-12-31,Иван Петров,85.58
5111,2024-12-31,Мария Сидорова,176.18
5112,2024-12-31,Алексей Козлов,98.8
5113,2024-12-31,Елена Новикова,57.87
5114,2024-12-31,Михаил Смирнов,95.97
5115,2024-12-31,Сергей Антонов,115.58
5116,2024-12-31,Максим Иванов,150.2
5117,2025-01-01,Иван Петров,82.32
5118,2025-01-01,Мария Сидорова,52.53
5119,2025-01-01,Алексей Козлов,124.51
5120,2025-01-01,Елена Новикова,58.58
5121,2025-01-01,Михаил Смирнов,86.92
5122,2025-01-01,Сергей Антонов,92.27
5123,2025-01-01,Максим Иванов,97.91
5124,2025-01-02,Иван Петров,120.67
5125,2025-01-02,Мария Сидорова,79.49
5126,2025-01-02,Алексей Козлов,91.79
5127,2025-01-02,Елена Новикова,99.57
5128,2025-01-02,Михаил Смирнов,104.49
5129,2025-01-02,Сергей Антонов,102.93
5130,2025-01-02,Максим Иванов,113.08
5131,2025-01-03,Иван Петров,125.32
5132,2025-01-03,Мария Сидорова,111.78
5133,2025-01-03,Алексей Козлов,113.61
5134,2025-01-03,Елена Новикова,52.53
5135,2025-01-03,Михаил Смирнов,101.51
5136,2025-01-03,Сергей Антонов,114.39
5137,2025-01-03,Максим Иванов,121.87
5138,2025-01-04,Иван Петров,129.23
5139,2025-01-04,Мария Сидорова,130.23
5140,2025-01-04,Алексей Козлов,132.78
5141,2025-01-04,Елена Новикова,166.09
5142,2025-01-04,Михаил Смирнов,181.02
5143,2025-01-04,Сергей Антонов,137.78
5144,2025-01-04,Максим Иванов,177.24
5145,2025-01-05,Иван Петров,153.7
5146,2025-01-05,Мария Сидорова,146.27
5147,2025-01-05,Алексей Козлов,143.66
5148,2025-01-05,Елена Новикова,172.4
5149,2025-01-05,Михаил Смирнов,159.77
5150,2025-01-05,Сергей Антонов,218.27
5151,2025-01-05,Максим Иванов,124.43
5152,2025-01-06,Иван Петров,115.54
5153,2025-01-06,Мария Сидорова,84.12
5154,2025-01-06,Алексей Козлов,73.92
5155,2025-01-06,Елена Новикова,99.67
5156,2025-01-06,Михаил Смирнов,104.12
5157,2025-01-06,Сергей Антонов,187.55
5158,2025-01-06,Максим Иванов,94.48
5159,2025-01-07,Иван Петров,66.09
5160,2025-01-07,Мария Сидорова,108.19
5161,2025-01-07,Алексей Козлов,37.76
5162,2025-01-07,Елена Новикова,97.24
5163,2025-01-07,Михаил Смирнов,100.48
5164,2025-01-07,Сергей Антонов,123.84
5165,2025-01-07,Максим Иванов,129.21
5166,2025-01-08,Иван Петров,84.89
5167,2025-01-08,Мария Сидорова,95.48
5168,2025-01-08,Алексей Козлов,77.02
5169,2025-01-08,Елена Новикова,66.16
5170,2025-01-08,Михаил Смирнов,109.3
5171,2025-01-08,Сергей Антонов,61.79
5172,2025-01-08,Максим Иванов,87.56
5173,2025-01-09,Иван Петров,70.14
5174,2025-01-09,Мария Сидорова,116.49
5175,2025-01-09,Алексей Козлов,154.04
5176,2025-01-09,Елена Новикова,60.95
5177,2025-01-09,Михаил Смирнов,44.41
5178,2025-01-09,Сергей Антонов,96.25
5179,2025-01-09,Максим Иванов,100.47
5180,2025-01-10,Иван Петров,106.56
5181,2025-01-10,Мария Сидорова,86.61
5182,2025-01-10,Алексей Козлов,93.98
5183,2025-01-10,Елена Новикова,111.03
5184,2025-01-10,Михаил Смирнов,131.21
5185,2025-01-10,Сергей Антонов,41.35
5186,2025-01-10,Максим Иванов,88.93
5187,2025-01-11,Иван Петров,156.41
5188,2025-01-11,Мария Сидорова,122.46
5189,2025-01-11,Алексей Козлов,201.94
5190,2025-01-11,Елена Новикова,130.94
5191,2025-01-11,Михаил Смирнов,148.76
5192,2025-01-11,Сергей Антонов,166.68
5193,2025-01-11,Максим Иванов,132.26
5194,2025-01-12,Иван Петров,94.6
5195,2025-01-12,Мария Сидорова,137.14
5196,2025-01-12,Алексей Козлов,180.88
5197,2025-01-12,Елена Новикова,139.89
5198,2025-01-12,Михаил Смирнов,124.61
5199,2025-01-12,Сергей Антонов,177.77
5200,2025-01-12,Максим Иванов,140.08
5201,2025-01-13,Иван Петров,84.7
5202,2025-01-13,Мария Сидорова,104.48
5203,2025-01-13,Алексей Козлов,123.12
5204,2025-01-13,Елена Новикова,171.45
5205,2025-01-13,Михаил Смирнов,124.82
5206,2025-01-13,Сергей Антонов,134.8
5207,2025-01-13,Максим Иванов,84.82
5208,2025-01-14,Иван Петров,69.22
5209,2025-01-14,Мария Сидорова,101.87
5210,2025-01-14,Алексей Козлов,103.22
5211,2025-01-14,Елена Новикова,67.64
5212,2025-01-14,Михаил Смирнов,94.74
5213,2025-01-14,Сергей Антонов,111.98
5214,2025-01-14,Максим Иванов,110.81
5215,2025-01-15,Иван Петров,115.13
5216,2025-01-15,Мария Сидорова,108.73
5217,2025-01-15,Алексей Козлов,84.79
5218,2025-01-15,Елена Новикова,84.58
5219,2025-01-15,Михаил Смирнов,64.03
5220,2025-01-15,Сергей Антонов,153.54
5221,2025-01-15,Максим Иванов,100.4
5222,2025-01-16,Иван Петров,93.25
5223,2025-01-16,Мария Сидорова,72.14
5224,2025-01-16,Алексей Козлов,188.07
5225,2025-01-16,Елена Новикова,67.8
5226,2025-01-16,Михаил Смирнов,87.13
5227,2025-01-16,Сергей Антонов,112.48
5228,2025-01-16,Максим Иванов,118.01
5229,2025-01-17,Иван Петров,128.74
5230,2025-01-17,Мария Сидорова,154.23
5231,2025-01-17,Алексей Козлов,115.18
5232,2025-01-17,Елена Новикова,68.32
5233,2025-01-17,Михаил Смирнов,92.29
5234,2025-01-17,Сергей Антонов,109.23
5235,2025-01-17,Максим Иванов,162.05
5236,2025-01-18,Иван Петров,108.07
5237,2025-01-18,Мария Сидорова,186.08
5238,2025-01-18,Алексей Козлов,155.4
5239,2025-01-18,Елена Новикова,175.13
5240,2025-01-18,Михаил Смирнов,146.94
5241,2025-01-18,Сергей Антонов,124.73
5242,2025-01-18,Максим Иванов,172.53
5243,2025-01-19,Иван Петров,169.63
5244,2025-01-19,Мария Сидорова,179.16
5245,2025-01-19,Алексей Козлов,149.6
5246,2025-01-19,Елена Новикова,132.01
5247,2025-01-19,Михаил Смирнов,103.24
5248,2025-01-19,Сергей Антонов,174.58
5249,2025-01-19,Максим Иванов,162.72
5250,2025-01-20,Иван Петров,71.03
5251,2025-01-20,Мария Сидорова,83.84
5252,2025-01-20,Алексей Козлов,86.0
5253,2025-01-20,Елена Новикова,55.51
5254,2025-01-20,Михаил Смирнов,75.47
5255,2025-01-20,Сергей Антонов,65.99
5256,2025-01-20,Максим Иванов,87.63
5257,2025-01-21,Иван Петров,77.84
5258,2025-01-21,Мария Сидорова,51.19
5259,2025-01-21,Алексей Козлов,160.68
5260,2025-01-21,Елена Новикова,137.58
5261,2025-01-21,Михаил Смирнов,76.63
5262,2025-01-21,Сергей Антонов,108.17
5263,2025-01-21,Максим Иванов,112.52
5264,2025-01-22,Иван Петров,135.73
5265,2025-01-22,Мария Сидорова,75.44
5266,2025-01-22,Алексей Козлов,132.76
5267,2025-01-22,Елена Новикова,83.56
5268,2025-01-22,Михаил Смирнов,59.92
5269,2025-01-22,Сергей Антонов,121.72
5270,2025-01-22,Максим Иванов,138.72
5271,2025-01-23,Иван Петров,177.64
5272,2025-01-23,Мария Сидорова,64.01
5273,2025-01-23,Алексей Козлов,120.97
5274,2025-01-23,Елена Новикова,87.71
5275,2025-01-23,Михаил Смирнов,123.5
5276,2025-01-23,Сергей Антонов,55.89
5277,2025-01-23,Максим Иванов,62.12
5278,2025-01-24,Иван Петров,76.72
5279,2025-01-24,Мария Сидорова,102.37
5280,2025-01-24,Алексей Козлов,80.77
5281,2025-01-24,Елена Новикова,119.77
5282,2025-01-24,Михаил Смирнов,130.81
5283,2025-01-24,Сергей Антонов,117.99
5284,2025-01-24,Максим Иванов,148.56
5285,2025-01-25,Иван Петров,162.47
5286,2025-01-25,Мария Сидорова,113.49
5287,2025-01-25,Алексей Козлов,190.9
5288,2025-01-25,Елена Новикова,131.85
5289,2025-01-25,Михаил Смирнов,177.31
5290,2025-01-25,Сергей Антонов,197.21
5291,2025-01-25,Максим Иванов,163.7
5292,2025-01-26,Иван Петров,105.12
5293,2025-01-26,Мария Сидорова,122.45
5294,2025-01-26,Алексей Козлов,189.68
5295,2025-01-26,Елена Новикова,144.93
5296,2025-01-26,Михаил Смирнов,152.39
5297,2025-01-26,Сергей Антонов,172.76
5298,2025-01-26,Максим Иванов,170.89
5299,2025-01-27,Иван Петров,108.36
5300,2025-01-27,Мария Сидорова,93.74
5301,2025-01-27,Алексей Козлов,90.62
5302,2025-01-27,Елена Новикова,125.74
5303,2025-01-27,Михаил Смирнов,116.61
5304,2025-01-27,Сергей Антонов,92.28
5305,2025-01-27,Максим Иванов,132.46
5306,2025-01-28,Иван Петров,96.13
5307,2025-01-28,Мария Сидорова,74.45
5308,2025-01-28,Алексей Козлов,77.23
5309,2025-01-28,Елена Новикова,70.64
5310,2025-01-28,Михаил Смирнов,91.83
5311,2025-01-28,Сергей Антонов,137.01
5312,2025-01-28,Максим Иванов,75.85
5313,2025-01-29,Иван Петров,105.65
5314,2025-01-29,Мария Сидорова,80.3
5315,2025-01-29,Алексей Козлов,92.19
5316,2025-01-29,Елена Новикова,54.7
5317,2025-01-29,Михаил Смирнов,93.38
5318,2025-01-29,Сергей Антонов,94.19
5319,2025-01-29,Максим Иванов,116.21
5320,2025-01-30,Иван Петров,106.7
5321,2025-01-30,Мария Сидорова,64.05
5322,2025-01-30,Алексей Козлов,132.53
5323,2025-01-30,Елена Новикова,106.31
5324,2025-01-30,Михаил Смирнов,105.95
5325,2025-01-30,Сергей Антонов,99.72
5326,2025-01-30,Максим Иванов,84.47
5327,2025-01-31,Иван Петров,106.53
5328,2025-01-31,Мария Сидорова,114.27
5329,2025-01-31,Алексей Козлов,47.59
5330,2025-01-31,Елена Новикова,83.84
5331,2025-01-31,Михаил Смирнов,92.35
5332,2025-01-31,Сергей Антонов,107.69
5333,2025-01-31,Максим Иванов,135.8
5334,2025-02-01,Иван Петров,126.85
5335,2025-02-01,Мария Сидорова,135.06
5336,2025-02-01,Алексей Козлов,134.62
5337,2025-02-01,Елена Новикова,125.95
5338,2025-02-01,Михаил Смирнов,139.58
5339,2025-02-01,Сергей Антонов,173.12
5340,2025-02-01,Максим Иванов,118.38
5341,2025-02-02,Иван Петров,162.83
5342,2025-02-02,Мария Сидорова,98.94
5343,2025-02-02,Алексей Козлов,133.16
5344,2025-02-02,Елена Новикова,140.12
5345,2025-02-02,Михаил Смирнов,200.25
5346,2025-02-02,Сергей Антонов,141.76
5347,2025-02-02,Максим Иванов,83.96
5348,2025-02-03,Иван Петров,40.03
5349,2025-02-03,Мария Сидорова,101.02
5350,2025-02-03,Алексей Козлов,118.41
5351,2025-02-03,Елена Новикова,111.26
5352,2025-02-03,Михаил Смирнов,105.03
5353,2025-02-03,Сергей Антонов,134.87
5354,2025-02-03,Максим Иванов,83.81
5355,2025-02-04,Иван Петров,126.85
5356,2025-02-04,Мария Сидорова,51.04
5357,2025-02-04,Алексей Козлов,72.85
5358,2025-02-04,Елена Новикова,45.79
5359,2025-02-04,Михаил Смирнов,91.75
5360,2025-02-04,Сергей Антонов,98.61
5361,2025-02-04,Максим Иванов,103.42
5362,2025-02-05,Иван Петров,101.86
5363,2025-02-05,Мария Сидорова,72.17
5364,2025-02-05,Алексей Козлов,94.29
5365,2025-02-05,Елена Новикова,55.08
5366,2025-02-05,Михаил Смирнов,140.9
5367,2025-02-05,Сергей Антонов,90.89
5368,2025-02-05,Максим Иванов,85.33
5369,2025-02-06,Иван Петров,147.67
5370,2025-02-06,Мария Сидорова,62.73
5371,2025-02-06,Алексей Козлов,66.23
5372,2025-02-06,Елена Новикова,67.11
5373,2025-02-06,Михаил Смирнов,97.96
5374,2025-02-06,Сергей Антонов,112.95
5375,2025-02-06,Максим Иванов,122.19
5376,2025-02-07,Иван Петров,177.16
5377,2025-02-07,Мария Сидорова,32.52
5378,2025-02-07,Алексей Козлов,118.26
5379,2025-02-07,Елена Новикова,83.29
5380,2025-02-07,Михаил Смирнов,82.41
5381,2025-02-07,Сергей Антонов,81.41
5382,2025-02-07,Максим Иванов,72.74
5383,2025-02-08,Иван Петров,200.54
5384,2025-02-08,Мария Сидорова,175.27
